1,1,20.8
1,2,20.92
1,3,20.62
1,4,20.9
1,5,21.1
1,6,20.82
1,7,20.93
1,8,20.83
1,9,20.8
1,10,21.5
1,11,21.3
1,12,21.2
1,13,21.72
1,14,21.52
1,15,21.8
1,16,21.23
1,17,21.2
1,18,21.0
1,19,21.24
1,20,20.82
1,21,21.2
1,22,21.42
1,23,21.72
1,24,21.46
1,25,21.72
1,26,21.46
1,27,21.34
1,28,21.52
1,29,21.33
1,30,21.54
1,31,21.53
2,1,21.7
2,2,21.36
2,3,21.5
2,4,21.6
2,5,21.6
2,6,21.7
2,7,21.32
2,8,21.3
2,9,21.4
2,10,21.5
2,11,21.02
2,12,21.52
2,13,21.2
2,14,21.2
2,15,21.54
2,16,21.6
2,17,21.4
2,18,21.7
2,19,21.7
2,20,21.3
2,21,21.42
2,22,21.0
2,23,21.53
2,24,21.1
2,25,20.82
2,26,21.2
2,27,21.1
2,28,21.02
2,29,20.42
3,1,20.9
3,2,20.9
3,3,20.8
3,4,21.22
3,5,20.7
3,6,20.8
3,7,20.7
3,8,20.8
3,9,20.8
3,10,20.43
3,11,20.6
3,12,20.33
3,13,20.32
3,14,20.72
3,15,20.12
3,16,20.1
3,17,20.12
3,18,19.92
3,19,20.1
3,20,20.3
3,21,19.93
3,22,19.63
3,23,19.62
3,24,20.1
3,25,19.32
3,26,19.7
3,27,19.86
3,28,19.72
3,29,19.7
3,30,19.22
3,31,19.36
4,1,18.7
4,2,18.73
4,3,18.8
4,4,18.7
4,5,18.6
4,6,18.52
4,7,18.7
4,8,18.72
4,9,18.1
4,10,17.8
4,11,18.3
4,12,17.93
4,13,17.2
4,14,17.8
4,15,17.5
4,16,17.42
4,17,17.23
4,18,16.9
4,19,17.1
4,20,17.0
4,21,17.12
4,22,16.7
4,23,16.99
4,24,16.6
4,25,16.84
4,26,16.12
4,27,16.0
4,28,16.32
4,29,16.0
4,30,16.12
5,1,16.0
5,2,15.9
5,3,16.6
5,4,15.92
5,5,14.7
5,6,14.9
5,7,15.12
5,8,15.52
5,9,15.32
5,10,14.7
5,11,14.62
5,12,14.62
5,13,15.2
5,14,15.12
5,15,14.2
5,16,14.32
5,17,14.8
5,18,14.23
5,19,14.3
5,20,14.04
5,21,14.2
5,22,13.92
5,23,13.83
5,24,14.2
5,25,13.6
5,26,13.48
5,27,13.42
5,28,13.3
5,29,13.0
5,30,12.72
5,31,13.02
6,1,13.03
6,2,13.1
6,3,13.1
6,4,13.22
6,5,13.02
6,6,12.64
6,7,12.64
6,8,12.86
6,9,12.9
6,10,13.14
6,11,12.5
6,12,12.44
6,13,11.9
6,14,12.0
6,15,12.73
6,16,12.44
6,17,12.42
6,18,12.62
6,19,11.96
6,20,12.12
6,21,12.7
6,22,12.42
6,23,11.92
6,24,11.8
6,25,11.64
6,26,11.26
6,27,10.78
6,28,10.9
6,29,11.13
6,30,11.4
7,1,11.03
7,2,11.13
7,3,11.1
7,4,11.3
7,5,11.2
7,6,10.73
7,7,10.6
7,8,10.05
7,9,10.3
7,10,10.5
7,11,10.9
7,12,11.4
7,13,10.73
7,14,10.43
7,15,10.7
7,16,11.3
7,17,10.84
7,18,11.16
7,19,10.4
7,20,10.96
7,21,10.98
7,22,11.1
7,23,10.99
7,24,10.43
7,25,11.13
7,26,11.3
7,27,10.8
7,28,11.2
7,29,10.83
7,30,10.83
7,31,11.33
8,1,11.04
8,2,10.43
8,3,10.76
8,4,10.74
8,5,11.16
8,6,11.66
8,7,11.53
8,8,11.18
8,9,11.26
8,10,11.03
8,11,11.2
8,12,11.2
8,13,11.43
8,14,11.4
8,15,11.3
8,16,11.73
8,17,11.64
8,18,11.34
8,19,11.86
8,20,12.33
8,21,12.42
8,22,12.13
8,23,12.5
8,24,12.9
8,25,12.6
8,26,12.23
8,27,12.9
8,28,13.03
8,29,13.3
8,30,13.3
8,31,13.45
9,1,13.28
9,2,13.49
9,3,12.83
9,4,13.23
9,5,13.68
9,6,12.96
9,7,13.36
9,8,13.15
9,9,14.35
9,10,14.14
9,11,14.49
9,12,13.69
9,13,14.32
9,14,14.46
9,15,14.2
9,16,14.26
9,17,14.46
9,18,14.43
9,19,14.66
9,20,14.84
9,21,15.33
9,22,15.39
9,23,15.4
9,24,15.03
9,25,15.23
9,26,15.5
9,27,15.14
9,28,15.34
9,29,15.83
9,30,15.83
10,1,16.2
10,2,16.5
10,3,16.43
10,4,16.16
10,5,16.0
10,6,16.3
10,7,17.1
10,8,16.65
10,9,16.29
10,10,16.73
10,11,16.16
10,12,16.0
10,13,16.7
10,14,16.85
10,15,16.9
10,16,16.1
10,17,16.2
10,18,16.9
10,19,17.1
10,20,17.32
10,21,16.83
10,22,17.4
10,23,17.2
10,24,17.3
10,25,17.46
10,26,16.83
10,27,17.9
10,28,17.25
10,29,17.39
10,30,17.53
10,31,17.94
11,1,17.8
11,2,17.53
11,3,18.53
11,4,17.8
11,5,17.96
11,6,18.05
