11,7,17.95
11,8,18.4
11,9,18.26
11,10,18.13
11,11,18.13
11,12,18.4
11,13,18.44
11,14,18.23
11,15,18.9
11,16,18.64
11,17,18.74
11,18,18.5
11,19,18.9
11,20,19.23
11,21,19.24
11,22,19.13
11,23,18.83
11,24,18.64
11,25,18.8
11,26,19.33
11,27,19.3
11,28,19.5
11,29,19.33
11,30,19.03
12,1,19.4
12,2,19.33
12,3,19.8
12,4,19.4
12,5,19.3
12,6,19.7
12,7,19.9
12,8,19.63
12,9,19.83
12,10,19.64
12,11,19.93
12,12,20.3
12,13,20.06
12,14,20.3
12,15,20.0
12,16,20.74
12,17,20.0
12,18,20.45
12,19,20.0
12,20,20.2
12,21,20.4
12,22,20.5
12,23,20.8
12,24,20.6
12,25,21.03
12,26,20.8
12,27,20.6
12,28,20.4
12,29,20.6
12,30,20.46
12,31,20.83
